,Kernel,Length Scale,Bounds,Kernel Parameters,LML
516,RationalQuadratic,2.06913808111479,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
515,RationalQuadratic,2.06913808111479,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
512,RationalQuadratic,2.06913808111479,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
513,RationalQuadratic,2.06913808111479,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
514,RationalQuadratic,2.06913808111479,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
511,RationalQuadratic,2.06913808111479,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
510,RationalQuadratic,2.06913808111479,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
517,RationalQuadratic,2.06913808111479,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
519,RationalQuadratic,2.06913808111479,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
518,RationalQuadratic,2.06913808111479,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=2.07)",-1.031545367776749
529,RationalQuadratic,3.359818286283781,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767525
583,RationalQuadratic,61.584821106602604,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767543
533,RationalQuadratic,5.455594781168514,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767543
453,RationalQuadratic,0.11288378916846889,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.0315453677767543
463,RationalQuadratic,0.18329807108324356,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767543
443,RationalQuadratic,0.06951927961775606,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767543
473,RationalQuadratic,0.29763514416313175,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767543
563,RationalQuadratic,23.357214690901213,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767543
433,RationalQuadratic,0.04281332398719394,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767543
523,RationalQuadratic,3.359818286283781,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767543
503,RationalQuadratic,1.2742749857031335,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767543
539,RationalQuadratic,5.455594781168514,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767543
493,RationalQuadratic,0.7847599703514611,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767543
403,RationalQuadratic,0.01,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767543
423,RationalQuadratic,0.026366508987303583,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767543
573,RationalQuadratic,37.92690190732246,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767543
593,RationalQuadratic,100.0,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767543
553,RationalQuadratic,14.38449888287663,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767543
483,RationalQuadratic,0.4832930238571752,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767543
413,RationalQuadratic,0.016237767391887217,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767543
543,RationalQuadratic,8.858667904100823,"(0.01, 40.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767543
494,RationalQuadratic,0.7847599703514611,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.031545367776756
504,RationalQuadratic,1.2742749857031335,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767579
574,RationalQuadratic,37.92690190732246,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767579
464,RationalQuadratic,0.18329807108324356,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767579
484,RationalQuadratic,0.4832930238571752,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767579
474,RationalQuadratic,0.29763514416313175,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767579
564,RationalQuadratic,23.357214690901213,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767579
584,RationalQuadratic,61.584821106602604,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767579
594,RationalQuadratic,100.0,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767579
404,RationalQuadratic,0.01,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767579
524,RationalQuadratic,3.359818286283781,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767579
444,RationalQuadratic,0.06951927961775606,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767579
544,RationalQuadratic,8.858667904100823,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767579
434,RationalQuadratic,0.04281332398719394,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767579
534,RationalQuadratic,5.455594781168514,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767579
414,RationalQuadratic,0.016237767391887217,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767579
454,RationalQuadratic,0.11288378916846889,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.0315453677767579
424,RationalQuadratic,0.026366508987303583,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767579
554,RationalQuadratic,14.38449888287663,"(0.01, 50.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767579
561,RationalQuadratic,23.357214690901213,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767596
545,RationalQuadratic,8.858667904100823,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767596
505,RationalQuadratic,1.2742749857031335,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767596
541,RationalQuadratic,8.858667904100823,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767596
565,RationalQuadratic,23.357214690901213,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767596
535,RationalQuadratic,5.455594781168514,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767596
555,RationalQuadratic,14.38449888287663,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767596
531,RationalQuadratic,5.455594781168514,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767596
525,RationalQuadratic,3.359818286283781,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767596
521,RationalQuadratic,3.359818286283781,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767596
501,RationalQuadratic,1.2742749857031335,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767596
401,RationalQuadratic,0.01,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767596
575,RationalQuadratic,37.92690190732246,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767596
451,RationalQuadratic,0.11288378916846889,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.0315453677767596
415,RationalQuadratic,0.016237767391887217,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767596
431,RationalQuadratic,0.04281332398719394,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767596
435,RationalQuadratic,0.04281332398719394,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767596
425,RationalQuadratic,0.026366508987303583,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767596
441,RationalQuadratic,0.06951927961775606,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767596
445,RationalQuadratic,0.06951927961775606,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767596
421,RationalQuadratic,0.026366508987303583,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767596
585,RationalQuadratic,61.584821106602604,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767596
455,RationalQuadratic,0.11288378916846889,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.0315453677767596
595,RationalQuadratic,100.0,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767596
461,RationalQuadratic,0.18329807108324356,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767596
581,RationalQuadratic,61.584821106602604,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767596
465,RationalQuadratic,0.18329807108324356,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767596
471,RationalQuadratic,0.29763514416313175,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767596
475,RationalQuadratic,0.29763514416313175,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767596
411,RationalQuadratic,0.016237767391887217,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767596
481,RationalQuadratic,0.4832930238571752,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767596
551,RationalQuadratic,14.38449888287663,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767596
485,RationalQuadratic,0.4832930238571752,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767596
405,RationalQuadratic,0.01,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767596
491,RationalQuadratic,0.7847599703514611,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767596
571,RationalQuadratic,37.92690190732246,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767596
495,RationalQuadratic,0.7847599703514611,"(0.01, 60.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767596
591,RationalQuadratic,100.0,"(0.01, 20.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767596
429,RationalQuadratic,0.026366508987303583,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767614
419,RationalQuadratic,0.016237767391887217,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767614
409,RationalQuadratic,0.01,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767614
499,RationalQuadratic,0.7847599703514611,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767614
439,RationalQuadratic,0.04281332398719394,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767614
449,RationalQuadratic,0.06951927961775606,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767614
497,RationalQuadratic,0.7847599703514611,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767614
459,RationalQuadratic,0.11288378916846889,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.0315453677767614
469,RationalQuadratic,0.18329807108324356,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767614
479,RationalQuadratic,0.29763514416313175,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767614
489,RationalQuadratic,0.4832930238571752,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767614
509,RationalQuadratic,1.2742749857031335,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767614
549,RationalQuadratic,8.858667904100823,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767614
599,RationalQuadratic,100.0,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767614
559,RationalQuadratic,14.38449888287663,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767614
589,RationalQuadratic,61.584821106602604,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767614
569,RationalQuadratic,23.357214690901213,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767614
579,RationalQuadratic,37.92690190732246,"(0.01, 100.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767614
408,RationalQuadratic,0.01,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767685
538,RationalQuadratic,5.455594781168514,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767685
536,RationalQuadratic,5.455594781168514,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767685
400,RationalQuadratic,0.01,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767685
407,RationalQuadratic,0.01,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767685
402,RationalQuadratic,0.01,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767685
406,RationalQuadratic,0.01,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=0.01)",-1.0315453677767685
478,RationalQuadratic,0.29763514416313175,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767703
477,RationalQuadratic,0.29763514416313175,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767703
476,RationalQuadratic,0.29763514416313175,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767703
440,RationalQuadratic,0.06951927961775606,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.0315453677767703
452,RationalQuadratic,0.11288378916846889,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.031545367776772
492,RationalQuadratic,0.7847599703514611,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.031545367776772
572,RationalQuadratic,37.92690190732246,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.031545367776772
442,RationalQuadratic,0.06951927961775606,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.031545367776772
532,RationalQuadratic,5.455594781168514,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.031545367776772
462,RationalQuadratic,0.18329807108324356,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.031545367776772
582,RationalQuadratic,61.584821106602604,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.031545367776772
562,RationalQuadratic,23.357214690901213,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.031545367776772
522,RationalQuadratic,3.359818286283781,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.031545367776772
472,RationalQuadratic,0.29763514416313175,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.031545367776772
542,RationalQuadratic,8.858667904100823,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.031545367776772
482,RationalQuadratic,0.4832930238571752,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.031545367776772
432,RationalQuadratic,0.04281332398719394,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.031545367776772
502,RationalQuadratic,1.2742749857031335,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.031545367776772
412,RationalQuadratic,0.016237767391887217,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.031545367776772
422,RationalQuadratic,0.026366508987303583,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.031545367776772
552,RationalQuadratic,14.38449888287663,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.031545367776772
592,RationalQuadratic,100.0,"(0.01, 30.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.031545367776772
458,RationalQuadratic,0.11288378916846889,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.031545367776781
457,RationalQuadratic,0.11288378916846889,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.031545367776781
450,RationalQuadratic,0.11288378916846889,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.031545367776781
456,RationalQuadratic,0.11288378916846889,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=0.113)",-1.031545367776781
527,RationalQuadratic,3.359818286283781,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767827
460,RationalQuadratic,0.18329807108324356,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677767863
490,RationalQuadratic,0.7847599703514611,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677767863
590,RationalQuadratic,100.0,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677767863
540,RationalQuadratic,8.858667904100823,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677767863
410,RationalQuadratic,0.016237767391887217,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677767863
570,RationalQuadratic,37.92690190732246,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677767863
530,RationalQuadratic,5.455594781168514,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677767863
580,RationalQuadratic,61.584821106602604,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677767863
430,RationalQuadratic,0.04281332398719394,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677767863
470,RationalQuadratic,0.29763514416313175,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.298)",-1.0315453677767863
420,RationalQuadratic,0.026366508987303583,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677767863
500,RationalQuadratic,1.2742749857031335,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677767863
560,RationalQuadratic,23.357214690901213,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767863
480,RationalQuadratic,0.4832930238571752,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677767863
550,RationalQuadratic,14.38449888287663,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677767863
520,RationalQuadratic,3.359818286283781,"(0.01, 10.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677767863
448,RationalQuadratic,0.06951927961775606,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.031545367776788
446,RationalQuadratic,0.06951927961775606,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.031545367776788
447,RationalQuadratic,0.06951927961775606,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.0695)",-1.031545367776788
568,RationalQuadratic,23.357214690901213,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=23.4)",-1.0315453677767898
526,RationalQuadratic,3.359818286283781,"(0.01, 70.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.031545367776804
598,RationalQuadratic,100.0,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677768058
488,RationalQuadratic,0.4832930238571752,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677768218
418,RationalQuadratic,0.016237767391887217,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677768218
468,RationalQuadratic,0.18329807108324356,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.183)",-1.0315453677768218
578,RationalQuadratic,37.92690190732246,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677768218
558,RationalQuadratic,14.38449888287663,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=14.4)",-1.0315453677768218
548,RationalQuadratic,8.858667904100823,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=8.86)",-1.0315453677768218
498,RationalQuadratic,0.7847599703514611,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.785)",-1.0315453677768218
508,RationalQuadratic,1.2742749857031335,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=1.27)",-1.0315453677768218
428,RationalQuadratic,0.026366508987303583,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.0264)",-1.0315453677768218
588,RationalQuadratic,61.584821106602604,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677768218
438,RationalQuadratic,0.04281332398719394,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677768218
528,RationalQuadratic,3.359818286283781,"(0.01, 90.0)","RationalQuadratic(alpha=1, length_scale=3.36)",-1.0315453677768218
577,RationalQuadratic,37.92690190732246,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=37.9)",-1.0315453677768947
537,RationalQuadratic,5.455594781168514,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=5.46)",-1.0315453677768947
437,RationalQuadratic,0.04281332398719394,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.0428)",-1.0315453677768947
597,RationalQuadratic,100.0,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=100)",-1.0315453677768947
487,RationalQuadratic,0.4832930238571752,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.483)",-1.0315453677768947
587,RationalQuadratic,61.584821106602604,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=61.6)",-1.0315453677768947
417,RationalQuadratic,0.016237767391887217,"(0.01, 80.0)","RationalQuadratic(alpha=1, length_scale=0.0162)",-1.0315453677768947
